timestamp,text,label
1:10,akuuuuuuuuu,0
1:10,aku bang,0
1:11,HALOO BANGG,0
1:11,BABANG WINDAHH:face-purple-crying::face-purple-crying::face-purple-crying:,0
1:11,hidup jokowi,0
1:12,BG MAIN POPPY PLAYTIME TERBARU,0
1:12,AKU MIWA,0
1:12,halooo bangggg,0
1:13,aku,0
1:14,kocakk,0
1:14,PARAH,0
1:14,sambil cari takjill,0
1:14,AYO BANGGG,0
1:15,alooo bangg,0
1:15,AKUU BANGG,0
1:15,HIDUP JOKOWI,0
1:15,:face-blue-smiling::face-blue-smiling::face-blue-smiling::face-blue-smiling::face-blue-smiling::face-blue-smiling::face-blue-smiling::face-blue-smiling::face-blue-smiling:,0
1:16,AKU SAYANG BANG WINDAH,0
1:16,halo bankkkk,0
1:16,puasa ga bang,0
1:17,HAIIIII,0
1:17,halo bg,0
1:17,HALOOO BANGG,0
1:17,what whatan ini bang,0
1:18,poppy playtime chapter 5 bgg,0
1:18,halo,0
1:18,akuu,0
1:18,gem berkualitas ya bang?,0
1:18,HALO BANGGG,0
1:18,bang telat ga,0
1:18,BANG AKU TELAT GAK BANGG,0
1:18,aku bang,0
1:20,hidup jikowi,0
1:20,halo,0
1:20,aku bang,0
1:20,Hidup jokowi,0
1:20,SAPA AKU BANG WINDAHHHH :face_with_peeking_eye::face_with_peeking_eye::face_with_peeking_eye::face_with_peeking_eye:,0
1:20,telat ga bang?,0
1:21,dem,0
1:21,syok judulnya,0
1:21,BENTAR LAGI BUKAAA,0
1:22,apa pria solo itu,0
1:22,aku bg,0
1:22,hlo bang,0
1:23,aku bamggg,0
1:23,Haloo bang,0
1:23,bang,0
1:23,HIDUP JOKOWIII,0
1:23,HALOOOO BANGGGG,0
1:24,saya akan kembali ke solo,0
1:24,halo bang,0
1:24,akuuuu,0
1:24,ngabuburit bang,0
1:24,HALLOO BANG,0
1:25,AKU,0
1:26,halo bang,0
1:26,udah buka puasa bang disinii,0
1:26,haiiii,0
1:27,ngawur,0
1:27,bang windahhh:face-purple-crying:,0
1:27,:hand-pink-waving:,0
1:28,BANG WINDAH SAPAA AKUUUU PLSSSSS,0
1:28,telat ga bang,0
1:28,Bg kpan main poppy plytime,0
1:29,bang i telat ga,0
1:29,telat gak bang?,0
1:29,HALO BANG,0
1:29,HAAAYYYY,0
1:30,tidur bang,0
1:30,ratapan orang solo,0
1:30,BANG TELAT GA BANG NGGA KAN NOVI TEPAT WAKTU,0
1:30,haaaahaaahaaaahaaaa,0
1:30,halloooo,0
1:31,hlo,0
1:31,hidup Jokowi,0
1:32,kapan poppy playtime,0
1:32,bang cara jafi YouTube gmn,0
1:33,dammm bro,0
1:33,HALO BANG,0
1:33,AKUUUUUUUUUUUUU,0
1:33,iya bang,0
1:33,telat ga bang telat ga bang,0
1:33,telat ga bang,0
1:34,:face-red-heart-shape::face-red-heart-shape::face-red-heart-shape::face-red-heart-shape::face-red-heart-shape::face-red-heart-shape::face-red-heart-shape:,0
1:34,sapaa bang,0
1:34,GG,0
1:34,hidup Jokowi,0
1:34,YEY,0
1:34,aku bangg,0
1:35,:face-blue-smiling::face-blue-smiling::face-blue-smiling::face-blue-smiling:,0
1:35,halo bang,0
1:36,Nemenin yang lagi mau buka puasa ya bang?,0
1:36,bang laper bang,0
1:36,:face-blue-smiling::face-blue-smiling::face-blue-smiling::face-blue-smiling::face-blue-smiling:,0
1:36,anjay,0
1:36,HIDUPP JOKOWII,0
1:36,HALIOO,0
1:36,gg cuy,0
1:37,AKUIUUU,0
1:37,HALOO banggg,0
1:37,petualangan Jokowi :face_with_tears_of_joy:,0
1:37,HI BANGGGGG TELAT GAAAAAK,0
1:38,kenapa harus jokowi bangg,0
1:39,HALO BANH WINDAH,0
1:39,popy playtime chapter 5,0
1:39,bang,0
1:39,apaa iniiii:loudly_crying_face:,0
1:39,AKU BANG,0
1:39,hadir bang,0
1:40,WKWKWKKW,0
1:40,HALO BANG,0
1:40,req req,0
1:40,Ngutankhamun Akehtenan III periode,0
1:41,Apakah ini misi mencari ijasah yang menghilang,0
1:41,aku,0
1:41,:loudly_crying_face::loudly_crying_face::loudly_crying_face:,0
1:41,aku bangg akuu,0
1:41,Hallo bang,0
1:41,:face-blue-smiling::face-blue-smiling::face-blue-smiling:,0
1:41,telat ga bang?,0
1:42,aku,0
1:42,bang sahur main Poppy playtime 5,0
1:42,petualangan mulyono,0
1:42,"AKUUUU BANG, AKU MASIH PUASA",0
1:42,wkakwkkw,0
1:43,njirrr\,0
1:43,mana bang?,0
1:43,haha,0
1:43,:face-blue-smiling::face-blue-smiling::face-blue-smiling::face-blue-smiling:,0
1:43,poppy playtime,0
1:43,banggggggg aku plisssssssss,0
1:44,:face-purple-crying::face-purple-crying::face-purple-crying:,0
1:44,:face-blue-smiling::face-blue-smiling::face-blue-smiling::face-blue-smiling::face-blue-smiling:,0
1:44,:face-orange-raised-eyebrow::face-orange-raised-eyebrow::face-orange-raised-eyebrow::face-orange-raised-eyebrow:,0
1:44,Hayooo,0
1:45,akuuuuuuuy bggg,0
1:45,:face-blue-smiling:,0
1:45,AWOKAWOK,0
1:45,WKKAKAOAKWKKAOWKA,0
1:45,:face-blue-smiling::face-blue-smiling::face-blue-smiling::face-blue-smiling::face-blue-smiling::face-blue-smiling:,0
1:45,WKWKWKWK,0
1:45,AHAHAHHAHAHHAHAHA,0
1:46,WWKKWKWKW,0
1:46,:face-blue-smiling::face-blue-smiling::face-blue-smiling::face-blue-smiling:,0
1:46,BANG WINDAAAHHHHH,0
1:46,:face-blue-smiling::face-blue-smiling:,0
1:46,HALO BANGG,0
1:47,telat ga bg,0
1:47,gg,0
1:47,:face-blue-smiling::face-blue-smiling::face-blue-smiling::face-blue-smiling:,0
1:47,halo bangg,0
1:47,BANG,0
1:48,BANG POPPY PLAYTIME CHAPTER 5,0
1:49,HARUS ANIES,0
1:49,haha,0
1:50,:loudly_crying_face::loudly_crying_face::loudly_crying_face:,0
1:50,JUJUR GANJIL,0
1:50,telat ga bang,0
1:50,aku bang,0
1:50,geloo :loudly_crying_face::loudly_crying_face::loudly_crying_face:,0
1:50,wkwkwkwkkw,0
1:50,mas anies mas anies,0
1:50,wkwkwkwkk,0
1:51,bg kapan amin poppy playtime chapter 5,0
1:51,TELAT GAA BANG,0
1:52,WKWKWK,0
1:52,Hhaahahahahahaha,0
1:52,:face-green-smiling::face-green-smiling:,0
1:53,awas dollar kuning loh:face-purple-smiling-tears::face-purple-smiling-tears::face-purple-smiling-tears::face-purple-smiling-tears:,0
1:53,AKU BANG,0
1:53,LAPAR BANGGGG,0
1:53,Ahaahaha,0
1:53,yeeyyy temenin siap siap buka ya bang,0
1:54,aku,0
1:54,:face-blue-smiling:,0
1:55,sapa bangg,0
1:55,GG,0
1:55,Mas Anis mas anis,0
1:56,hahaha,0
1:56,WKWKWK,0
1:56,:face-blue-smiling::face-blue-smiling::face-blue-smiling::face-blue-smiling::face-blue-smiling::face-blue-smiling:,0
1:56,AKUUUU BANGGGG BANG BANG,0
1:56,game ape ni woy,0
1:56,Apakah ini misi mencari ijasah yang menghilang ???,0
1:56,semangat bang,0
1:56,:face-blue-smiling::face-blue-smiling::face-blue-smiling:,0
1:57,sapa aku bang,0
1:57,ahahahaha,0
1:57,telat ga bang,0
1:57,gaasin bang,0
1:57,:face-blue-wide-eyes::face-blue-wide-eyes::face-blue-wide-eyes::face-blue-wide-eyes::face-blue-wide-eyes::face-blue-wide-eyes:,0
1:58,halo bang,0
1:58,Gg,0
1:58,game apa ini banggh,0
1:59,kocak,0
1:59,AKU BANG,0
1:59,BANG TELAT GAK,0
1:59,bagus berarti bg,0
1:59,hidup jokiwi,0
1:59,ANIES:face-blue-smiling::face-blue-smiling:,0
2:00,bang doain ak dapet kerja puasa ini,0
2:00,aku telat ga bg windah,0
2:01,klo ada Megawati sy kasih 5,0
2:01,BANGGGGGG,0
2:02,GAS AJA BANGG,0
2:02,game apa ini wak:face-purple-crying::face-purple-crying::face-purple-crying:,0
2:02,telat gak bang?,0
2:02,plengerrr,0
2:02,izin buka dulu bangg,0
2:02,bang poppy playtime chapter 5 udah rilis,0
2:02,telat kah?,0
2:03,gg,0
2:03,AKUUUUUUUU,0
2:03,main bg,0
2:03,halo bg,0
2:04,buka puasa uy,0
2:04,BANG AKU LAPER,0
2:04,telat g bg,0
2:04,!sebutnamaku,0
2:04,pada ngga berani bintang 1,0
2:05,bg aku telat g,0
2:05,BANG AKU SAYANG KAMU,0
2:05,yang ngasih bintang 1 hilang,0
2:05,sapa bg,0
2:06,jujur ganjar,0
2:06,bang kapan main bussid lagi bang,0
2:06,bismillah bang,0
2:06,apa ini,0
2:06,aku,0
2:07,bang telat gak bang aku,0
2:08,halo bang,0
2:08,AKI,0
2:08,bot,0
2:08,WKUUU,0
2:08,jurjang,0
2:09,halo bang,0
2:09,cihuyy,0
2:09,Jokowi adv,0
2:09,bangg sapaa akuu,0
2:10,halooo b,0
2:10,aku banng,0
2:10,aku bg,0
2:11,akuuuuu,0
2:11,BANG TELAT GAAA,0
2:11,HALO BANGGGG,0
2:11,hidup djokowie,0
2:11,AKU,0
2:11,AKU BANG,0
2:12,bagn laper bang,0
2:12,HALOOO,0
2:12,:face-purple-crying:,0
2:12,tepat gk,0
2:12,ILHAM KESAYANYAN BANG WINDOT,0
2:13,Aku nonton sambil minum es buah bang,0
2:13,PETUALANGAN JOCOWI,0
2:14,AKU BANG,0
2:14,selamat berbuka semuanya,0
2:14,kek nya sehari galiat pria solo gak bisa deh,0
2:14,akuuu,0
2:14,akuuuuuu,0
2:15,akuuu,0
2:15,woow owowowo wowowow w,0
2:15,telat ga bang,0
2:15,!sebutnama,0
2:16,sahur live apa bang,0
2:16,jgn lupa pappy playtime chapter 5 bg!!!!!!!!!,0
2:16,aku,0
2:16,telat ga,0
2:16,LAPARRRRRRRRRRRR,0
2:17,akuu,0
2:17,aku,0
2:17,akuuu bangggg,0
2:17,HALO BANGGG,0
2:17,aku,0
2:17,akuu,0
2:18,aku,0
2:18,telat ga,0
2:18,bang main poppy,0
2:18,AKU,0
2:18,Hai bangg,0
2:18,Akuuuu,0
2:19,HALLO BANGGGGG,0
2:19,AKU RANAYAAAA,0
2:19,apanih,0
2:20,haloo bang,0
2:20,MANTAPPP BANGG,0
2:20,haloo,0
2:21,aku bang,0
2:21,langsung,0
2:21,saya akan kembali menjadi rakyat biasa,0
2:21,aku bg,0
2:21,bang hadir,0
2:21,gorengannn,0
2:21,hadir,0
2:22,opor,0
2:22,AKUU,0
2:22,aku,0
2:22,gorengan,0
2:22,bang aku laper bang,0
2:22,RANIII BANGG WINDAHH,0
2:22,pake ganjar,0
2:23,hujan bang,0
2:23,belom beli,0
2:23,akuu,0
2:23,kelapaaaa,0
2:23,BUBUR AYAAM,0
2:23,wujud asli jokoai,0
2:23,nastar bang,0
2:23,degan bang,0
2:24,gorengan bang,0
2:24,es markisa bang,0
2:24,MIEEEEEE,0
2:24,PAKE BAKWAN BANG,0
2:24,pake ayam,0
2:24,HECIIIII,0
2:25,pepes tahu,0
2:25,mie ayam,0
2:25,popy playtime chapter 5,0
2:25,GORENGANN,0
2:25,hidup jokowii,0
2:25,aku hindu,0
2:25,ES TELER,0
2:25,ayam borek,0
2:25,gorengan bang,0
2:26,gorengan,0
2:26,halo bang,0
2:27,aku,0
2:27,donat bg,0
2:27,developernya jokowi,0
2:27,ayam,0
2:27,ayam suwir,0
2:27,AKUUUUU,0
2:27,laper gua bang,0
2:28,babggg:face-blue-smiling:,0
2:28,gua mau berbuka,0
2:29,aku bangggg,0
2:29,aku,0
2:29,bang poppy playtime chapter 5 udah rilis,0
2:29,aku hadir,0
2:29,blm buka bang aku,0
2:30,ikan aja,0
2:30,risol bang,0
2:30,ES BUAH,0
2:30,MIE RISOLLLL,0
2:31,es alpukat,0
2:31,air putih aja HAHAHAHHAHA hujan ga sempet jajan,0
2:31,di daerah aku ujan bangg jadi ga beli takjil,0
2:31,gorengan,0
2:32,ES DAWETT,0
2:32,es buah,0
2:32,pakai ayam bang,0
2:32,dimsum,0
2:33,ayam,0
2:33,es buah,0
2:34,risol,0
2:34,TELURRRR MERAHHH BANGGGG,0
2:34,uangg,0
2:34,es jeruk,0
2:34,pake mie,0
2:34,sambil nunggu maghrib sambil minum teh pucuk bang,0
2:34,PAKE ES BANG,0
2:35,pake es teh,0
2:35,katsu,0
2:35,pke bubur ayam bang,0
2:35,aku pakek dimsum,0
2:36,dipa pake lumpia,0
2:37,aku lg makan ramen bang,0
2:37,arak bali,0
2:38,CILOR BANG,0
2:38,aku,0
2:38,aku pake ayam,0
2:38,"engga nyari takjil bang, lagi ngerawat abang sakit.",0
2:38,kelapaaa,0
2:39,rendang,0
2:39,es campurr,0
2:40,MIE AYAM,0
2:40,es buah,0
2:40,risol bang,0
2:41,es buah,0
2:41,ayam tiren,0
2:41,es teh ama gorengan,0
2:41,ayam,0
2:41,karma,0
2:41,pake caviar,0
2:41,ES DAWET,0
2:42,gw mau mandi dulu bng,0
2:42,MIEE,0
2:42,AKU GAK PAKE APA APA BANG:disappointed_face:,0
2:43,BAKWANNNN,0
2:43,celet bang banti keburu buka,0
2:43,sateeee,0
2:43,jokowi,0
2:43,akuuuu tahuuuu,0
2:44,AYAMMM,0
2:44,bakwan,0
2:44,burger,0
2:45,rendang,0
2:45,es teh,0
2:45,mie ayam,0
2:45,kurma,0
2:45,risol,0
2:47,mie ayam,0
2:47,ES CAMPUR,0
2:47,JAGUAR,0
2:48,bg aku sakit,0
2:48,Esbuahhh,0
2:49,krokettt,0
2:49,gorengan,0
2:49,sayur bg,0
2:50,kerupuuuuuuuuuuuuukk,0
2:50,RISOL MAYOOO,0
2:50,pake jokowi,0
2:50,esb buah,0
2:50,ban dalem,0
2:50,pake tahu baksoo,0
2:51,pake ayam,0
2:51,RISOOOOLLLLLLLLL,0
2:52,RUJAKKK,0
2:52,halo bang,0
2:53,PAKE JOKOWII,0
2:53,SUSHIIIII,0
2:54,TEMPEE,0
2:54,ayam bang,0
2:54,akuu,0
2:55,full ujan bang,0
2:56,SYOMAI bg,0
2:57,pake epep,0
2:57,donat,0
2:57,telat ga bang,0
2:58,kolek bang,0
2:58,pecel ayam,0
2:59,ayan,0
2:59,aku pake seblak bang,0
2:59,ee ucing,0
2:59,ES KELAPAAA,0
2:59,Bir,0
3:00,bg bg,0
3:00,TEMPE RENGGINANG,0
3:00,susu protein bang,0
3:01,AKUUU,0
3:01,bang aku telat ga,0
3:01,cireng,0
3:02,AKUUU,0
3:02,sawit,0
3:02,makaskh bang,0
3:03,Bg gw mau risol mayo,0
3:03,HIDUPP JOKOWI,0
3:03,belum buka bng,0
3:03,es buah campur,0
3:03,piscok,0
3:04,pakai jus,0
3:04,AKUUUUUUUUUUU,0
3:05,DISINI UDAH ADZANN,0
3:06,!sebutnama,0
3:07,akuuuuuuuuuuu,0
3:07,"pake jajanan, karena gorengannya tutupp :relieved_face:",0
3:08,W game,0
3:08,bg di manado udh berbuka,0
3:08,akuuu,0
3:08,wita udah bang,0
3:08,:eyes-purple-crying:,0
3:08,"burger,cimol,sosis, Nutrisari",0
3:09,pake sawit bang,0
3:09,Hallo @mureiwagardiandestantara7372 apa kabar?,0
3:09,pake surya bang,0
3:10,nunggu buka puasa sambil makan kripik,0
3:10,BANG AKU SUDAH BUKAAAAA,0
3:10,bang aku ga kebagian takjil bang,0
3:10,L,0
3:10,solophobia,0
3:11,akuuu,0
3:11,AKUUU,0
3:11,ES DEGAN,0
3:11,di gw udh buka,0
3:13,Jokowi,0
3:13,ES TEH,0
3:13,haiiiii bangggggg,0
3:15,hadir hadir,0
3:15,selamat berbuka puasa,0
3:15,hidup owiiii,0
3:16,PRIA SOLO ITU LAGI,0
3:16,AKU BANG,0
3:17,!sebutnama,0
3:17,HIDUP JOKOWI,0
3:17,mantab bang,0
3:17,akuu,0
3:17,aku,0
3:18,l iklan,1
3:18,telat ga bang,0
3:18,ada Ganjar nya gak bg?,0
3:18,aku,0
3:19,WIT UDAH BUKA,0
3:19,pake es swait bang,0
3:19,aku,0
3:20,Windah ngaku Jokowi,0
3:20,aku telat nggak bang ?,0
3:20,HIDUP JOKOWII,0
3:20,LAPERR,0
3:20,ES CINCAU,0
3:20,bang Poppy playtime chapter 5 udah rilis,0
